品牌,厂商,车系,车款,入库总数,指导价,均价,变化值,最低价,最低价渠道,最低价时间,暗访均价,暗访最低价,获取时间,暗访最近价,获取时间,暗访总数
江淮,江淮汽车,瑞风M5,2014款 1.9T 柴油手动公务版,0,15.85,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰A级,2015款 A 180,0,25.20,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,傲虎,2015款 2.5i 经典版,0,28.98,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,傲虎,2015款 2.5i 豪华导航版,0,30.68,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,傲虎,2015款 2.5i 运动导航版,0,31.68,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,傲虎,2015款 2.0DIT 尊贵版,0,35.98,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K2,2015款 三厢 1.4L MT GL,0,7.29,0,0.00,0,,0,0,0,,0,0,0
雪铁龙,东风雪铁龙,爱丽舍,2014款 WTCC纪念版 1.6L 手动时尚型,0,9.06,0,0.00,0,,0,0,0,,0,0,0
雪铁龙,东风雪铁龙,爱丽舍,2014款 WTCC纪念版 1.6L 自动时尚型,0,10.06,0,0.00,0,,0,0,0,,0,0,0
雪铁龙,东风雪铁龙,爱丽舍,2014款 WTCC纪念版 1.6L 手动舒适型,0,9.96,0,0.00,0,,0,0,0,,0,0,0
雪铁龙,东风雪铁龙,爱丽舍,2014款 WTCC纪念版 1.6L 自动舒适型,0,10.96,0,0.00,0,,0,0,0,,0,0,0
雪铁龙,东风雪铁龙,爱丽舍,2014款 WTCC纪念版 1.6L 自动豪华型,0,12.56,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马X1,2015款 xDrive20i 时尚型,0,35.90,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,途安,2015款 1.4T DSG舒适版5座,0,17.18,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,途安,2015款 1.4T DSG豪华版5座,0,18.68,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,途安,2015款 1.4T DSG旗舰版5座,0,19.68,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,YARiS L 致炫,2015款 1.5E 自动魅动版,0,8.58,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,YARiS L 致炫,2015款 1.5G 手动炫动天窗特别版,0,8.78,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,YARiS L 致炫,2015款 1.5G 自动炫动天窗特别版,0,9.58,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,YARiS L 致炫,2015款 1.5GS 自动锐动特别版,0,10.88,0,0.00,0,,0,0,0,,0,0,0
特斯拉,特斯拉,MODEL S,2015款 MODEL S P85D,0,100.00,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),甲壳虫,2015款 1.2TSI,0,19.18,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),甲壳虫,2015款 1.4TSI,0,21.68,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),甲壳虫,2015款 2.0TSI,0,27.48,0,0.00,0,,0,0,0,,0,0,0
林肯,林肯,林肯MKX,2015款 2.0T 尊享版,0,47.90,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,和悦RS,瑞风M2 2013款 1.8L AT豪华型,0,8.48,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,朗动,2015款 1.6L 手动领先型,0,11.58,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,朗动,2015款 1.6L 自动领先型,0,12.78,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,朗动,2015款 1.8L 手动尊贵型,0,13.98,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,朗动,2015款 1.8L 自动尊贵型,0,14.98,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风S5,2014款 2.0T 自动尊享版,0,12.58,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致301,2014款 1.6L 手动舒适版CNG,0,9.57,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪M6,2015款 2.4L 自动豪华型,0,13.59,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪M6,2015款 2.4L 自动尊贵版,0,14.59,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),神行者2,2015款 2.2T SD4 XS典藏版,0,49.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),神行者2,2015款 2.0T Si4 XS典藏版,0,53.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),神行者2,2015款 2.0T Si4 HSE Luxury典藏版,0,60.80,0,0.00,0,,0,0,0,,0,0,0
一汽,天津一汽,夏利N5,2014款 1.3L 手动智能节油豪华型,0,4.89,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马X5,2014款 xDrive35i 典雅型,0,85.28,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H6,2015款 升级版 1.5T 手动两驱都市型,0,9.98,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H6,2015款 升级版 1.5T 手动四驱都市型,0,10.78,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H6,2015款 升级版 1.5T 手动两驱精英型,0,10.98,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H6,2015款 升级版 1.5T 手动四驱精英型,0,11.78,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H6,2015款 升级版 1.5T 手动两驱尊贵型,0,12.28,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H6,2015款 升级版 1.5T 手动四驱尊贵型,0,13.08,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 316Li 手动型,0,29.68,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 316Li 时尚型,0,32.18,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,Panamera,2015款 Panamera Exclusive Series 4.8T,0,407.20,0,0.00,0,,0,0,0,,0,0,0
众泰,众泰汽车,众泰Z300,2014款 1.5L 驾值版手动舒适型,0,5.90,0,0.00,0,,0,0,0,,0,0,0
铃木,昌河铃木,利亚纳A6,2014款 两厢 1.4L 手动幸福型,0,5.89,0,0.00,0,,0,0,0,,0,0,0
铃木,昌河铃木,利亚纳A6,2014款 两厢 1.4L 手动梦想型,0,6.89,0,0.00,0,,0,0,0,,0,0,0
铃木,昌河铃木,利亚纳A6,2014款 三厢 1.4L 手动理想型,0,6.29,0,0.00,0,,0,0,0,,0,0,0
铃木,昌河铃木,利亚纳A6,2014款 两厢 1.5L 自动梦想型,0,8.39,0,0.00,0,,0,0,0,,0,0,0
铃木,昌河铃木,利亚纳A6,2014款 三厢 1.5L 自动梦想型,0,8.39,0,0.00,0,,0,0,0,,0,0,0
道奇,道奇(进口),酷威,2015款 2.0TD 四驱尊尚版,0,29.69,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,福美来,2015款 经典 1.6L 手动天窗版,0,6.48,0,0.00,0,,0,0,0,,0,0,0
smart,smart,smart fortwo,2015款 1.0 MHD  舒适畅游版,0,12.80,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,瑞纳,2014款 1.4L 手动时尚型GS,0,7.39,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,瑞纳,2014款 1.4L 自动时尚型GS,0,8.19,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,瑞纳,2014款 1.4L 手动智能型GLS,0,7.89,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,瑞纳,2014款 1.4L 自动智能型GLS,0,8.69,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,瑞纳,2014款 1.4L 自动领先型GLX,0,9.29,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,瑞纳,2014款 1.4L 手动顶级型TOP,0,8.89,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,瑞纳,2014款 1.4L 自动顶级型TOP,0,10.29,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,瑞纳,2014款 1.6L 自动领先型GLX,0,9.99,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,瑞纳,2014款 1.6L 自动顶级型TOP,0,10.69,0,0.00,0,,0,0,0,,0,0,0
宝骏,上汽通用五菱,宝骏730,2014款 1.5L 手动舒适ESP版 7座,0,7.58,0,0.00,0,,0,0,0,,0,0,0
宝骏,上汽通用五菱,宝骏730,2014款 1.5L 手动豪华导航ESP版 7座,0,8.28,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q7,2015款 35 TFSI 进取型,0,82.80,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q7,2015款 35 TFSI 运动型,0,89.70,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q7,2015款 40 TFSI 典藏型,0,93.98,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q7,2015款 40 TFSI 尊藏型,0,123.98,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q7,2015款 35 TDI 卓越版,0,87.48,0,0.00,0,,0,0,0,,0,0,0
菲亚特,广汽菲亚特,菲翔,2015款 1.4T 手动悦享版,0,10.88,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,卡宴,2015款 Cayenne GTS 3.6T,0,158.60,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K2,2015款 三厢 1.4L MT GLS,0,7.79,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K2,2015款 三厢 1.4L AT GLS,0,8.59,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K2,2015款 三厢 1.4L MT TOP,0,8.49,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K2,2015款 三厢 1.4L AT TOP,0,9.29,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K2,2015款 三厢 1.4L AT Premium,0,9.99,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K2,2015款 三厢 1.6L AT Premium,0,10.19,0,0.00,0,,0,0,0,,0,0,0
菲亚特,广汽菲亚特,菲翔,2015款 1.4T 自动悦享版,0,12.28,0,0.00,0,,0,0,0,,0,0,0
菲亚特,广汽菲亚特,菲翔,2015款 1.4T 手动畅享版,0,11.98,0,0.00,0,,0,0,0,,0,0,0
菲亚特,广汽菲亚特,菲翔,2015款 1.4T 自动畅享版,0,13.38,0,0.00,0,,0,0,0,,0,0,0
菲亚特,广汽菲亚特,菲翔,2015款 1.4T 手动劲享版,0,12.48,0,0.00,0,,0,0,0,,0,0,0
菲亚特,广汽菲亚特,菲翔,2015款 1.4T 自动劲享版,0,13.88,0,0.00,0,,0,0,0,,0,0,0
菲亚特,广汽菲亚特,菲翔,2015款 1.4T 自动智享版,0,14.88,0,0.00,0,,0,0,0,,0,0,0
菲亚特,广汽菲亚特,菲翔,2015款 1.4T 自动尊享版,0,15.88,0,0.00,0,,0,0,0,,0,0,0
菲亚特,广汽菲亚特,菲翔,2015款 1.4T 自动跃享版,0,15.58,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S7,2015款 2.0L 手动智尚型,0,10.68,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S7,2015款 2.0L 手动智享型,0,11.68,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S7,2015款 2.0L 手动智臻型,0,13.18,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S7,2015款 2.0L 自动智尚型,0,11.88,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S7,2015款 2.0L 自动智享型,0,12.88,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S7,2015款 2.0L 自动智臻型,0,14.68,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K4,2014款 1.8L 手动GL,0,12.88,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K4,2014款 1.8L 自动GL,0,13.88,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K4,2014款 1.8L 自动GLS,0,14.88,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K4,2014款 1.8L 自动DLX,0,15.88,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K4,2014款 1.8L 自动LUX,0,17.08,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K4,2014款 2.0L 自动LUX,0,17.58,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K4,2014款 2.0L 自动PRM,0,18.88,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K4,2014款 1.6T 自动Turbo,0,15.98,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚K4,2014款 1.6T 自动T-PRM,0,17.98,0,0.00,0,,0,0,0,,0,0,0
奔驰,北京奔驰,奔驰E级,2015款 E 180 L 运动型,0,39.80,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,思铂睿,2015款 2.0L 豪华版,0,17.98,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,思铂睿,2015款 2.0L 尊贵版,0,19.58,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,思铂睿,2015款 2.0L 典藏版,0,20.58,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,思铂睿,2015款 2.4L 豪华版,0,21.98,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,思铂睿,2015款 2.4L 尊贵版,0,22.98,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,思铂睿,2015款 2.4L Si,0,26.78,0,0.00,0,,0,0,0,,0,0,0
MG,上汽集团,MG GT,2015款 1.5T 手动风尚版,0,9.59,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,北京现代ix25,2015款 1.6L 手动两驱时尚型GS,0,11.98,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,北京现代ix25,2015款 1.6L 自动两驱时尚型GS,0,13.38,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,北京现代ix25,2015款 1.6L 自动两驱智能型GLS,0,14.28,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,北京现代ix25,2015款 1.6L 自动两驱尊贵型DLX,0,15.68,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,北京现代ix25,2015款 2.0L 自动两驱智能型GLS,0,16.68,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,北京现代ix25,2015款 2.0L 自动四驱领先型GLX,0,17.98,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,北京现代ix25,2015款 2.0L 自动四驱尊贵型DLX,0,18.68,0,0.00,0,,0,0,0,,0,0,0
MG,上汽集团,MG GT,2015款 1.5T 自动风尚版,0,10.59,0,0.00,0,,0,0,0,,0,0,0
MG,上汽集团,MG GT,2015款 1.5T 手动精英版,0,9.99,0,0.00,0,,0,0,0,,0,0,0
MG,上汽集团,MG GT,2015款 1.5T 自动精英版,0,10.99,0,0.00,0,,0,0,0,,0,0,0
MG,上汽集团,MG GT,2015款 1.5T 自动豪华版,0,11.59,0,0.00,0,,0,0,0,,0,0,0
MG,上汽集团,MG GT,2015款 1.4TGI 手动精英版,0,11.09,0,0.00,0,,0,0,0,,0,0,0
MG,上汽集团,MG GT,2015款 1.4TGI 自动精英版,0,12.29,0,0.00,0,,0,0,0,,0,0,0
MG,上汽集团,MG GT,2015款 1.4TGI 自动豪华版,0,12.89,0,0.00,0,,0,0,0,,0,0,0
MG,上汽集团,MG GT,2015款 1.4TGI 自动旗舰版,0,14.99,0,0.00,0,,0,0,0,,0,0,0
奔驰,北京奔驰,奔驰E级,2015款 E 180 L,0,39.80,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,凯美瑞,2015款 2.0E 精英版,0,18.48,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,凯美瑞,2015款 2.0G 领先版,0,19.28,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,凯美瑞,2015款 2.0G 豪华版,0,20.28,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,凯美瑞,2015款 骏瑞 2.5S 凌动导航版,0,21.98,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,凯美瑞,2015款 2.5G 豪华导航版,0,21.98,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,凯美瑞,2015款 2.5Q 旗舰版,0,28.98,0,0.00,0,,0,0,0,,0,0,0
福特,福特(进口),锐界(进口),2012款 2.0T 精锐型,0,29.28,0,0.00,0,,0,0,0,,0,0,0
福特,福特(进口),锐界(进口),2012款 2.0T 精锐天窗版,0,31.68,0,0.00,0,,0,0,0,,0,0,0
福特,福特(进口),锐界(进口),2012款 2.0T 尊锐型,0,35.68,0,0.00,0,,0,0,0,,0,0,0
福特,福特(进口),锐界(进口),2012款 3.5L 尊锐型,0,42.98,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H1,2015款 1.5L 手动都市型,0,6.89,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XJ,2015款 XJL 3.0 SC 四驱尊享商务80周年典藏版,0,122.80,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H1,2015款 1.5L 手动尊贵型,0,7.79,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H1,2015款 1.5L 自动都市型,0,7.39,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H1,2015款 1.5L 自动尊贵型,0,8.29,0,0.00,0,,0,0,0,,0,0,0
众泰,众泰汽车,众泰Z500,2015款 1.5T 手动精英型,0,7.68,0,0.00,0,,0,0,0,,0,0,0
众泰,众泰汽车,众泰Z500,2015款 1.5T 手动豪华型,0,8.28,0,0.00,0,,0,0,0,,0,0,0
众泰,众泰汽车,众泰Z500,2015款 1.5T 手动尊贵型,0,8.98,0,0.00,0,,0,0,0,,0,0,0
众泰,众泰汽车,众泰Z500,2015款 1.5T CVT豪华型,0,9.48,0,0.00,0,,0,0,0,,0,0,0
众泰,众泰汽车,众泰Z500,2015款 1.5T CVT尊贵型,0,10.18,0,0.00,0,,0,0,0,,0,0,0
沃尔沃,沃尔沃亚太,沃尔沃XC60,2015款 2.0T T5 智行版,0,36.69,0,0.00,0,,0,0,0,,0,0,0
沃尔沃,沃尔沃亚太,沃尔沃XC60,2015款 2.0T T5 智进版,0,39.69,0,0.00,0,,0,0,0,,0,0,0
沃尔沃,沃尔沃亚太,沃尔沃XC60,2015款 2.0T T5 AWD 智远版,0,43.99,0,0.00,0,,0,0,0,,0,0,0
沃尔沃,沃尔沃亚太,沃尔沃XC60,2015款 2.0T T5 AWD 智驭版,0,46.99,0,0.00,0,,0,0,0,,0,0,0
沃尔沃,沃尔沃亚太,沃尔沃XC60,2015款 2.5T T6 AWD 智越版,0,53.99,0,0.00,0,,0,0,0,,0,0,0
广汽吉奥,广汽吉奥,广汽吉奥GX6,2015款 2.4L 两驱精英版,0,10.98,0,0.00,0,,0,0,0,,0,0,0
广汽吉奥,广汽吉奥,广汽吉奥GX6,2015款 2.4L 两驱旗舰版,0,11.98,0,0.00,0,,0,0,0,,0,0,0
广汽吉奥,广汽吉奥,广汽吉奥GX6,2015款 2.4L 四驱精英版,0,13.68,0,0.00,0,,0,0,0,,0,0,0
广汽吉奥,广汽吉奥,广汽吉奥GX6,2015款 2.4L 四驱旗舰版,0,14.68,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神AX7,2015款 2.0L 手动智悦型,0,11.57,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神AX7,2015款 2.0L 自动智悦型,0,12.77,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神AX7,2015款 2.0L 手动智逸型,0,12.77,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神AX7,2015款 2.0L 自动智逸型,0,13.97,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神AX7,2015款 2.3L 自动智尊型,0,14.97,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰GLA级(进口),2015款 GLA 200,0,28.98,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰GLA级(进口),2015款 GLA 260 4MATIC,0,39.80,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,缤智,2015款 1.8L 手动两驱精英型,0,13.88,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,缤智,2015款 1.8L CVT两驱精英型,0,14.68,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,缤智,2015款 1.8L CVT两驱豪华型,0,16.38,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,缤智,2015款 1.8L CVT四驱旗舰型,0,18.98,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,本田XR-V,2015款 1.8L EXi 手动舒适版,0,13.98,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,本田XR-V,2015款 1.8L EXi  CVT舒适版,0,14.98,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,本田XR-V,2015款 1.8L VTi CVT豪华版,0,16.28,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯NX,2015款 200 前驱 锋行版,0,31.80,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯NX,2015款 200 全驱 锋尚版,0,36.80,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯NX,2015款 200t 全驱 锋尚版,0,39.80,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯NX,2015款 200t 全驱 F SPORT,0,50.80,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯NX,2015款 300h 前驱 锋尚版,0,45.90,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯NX,2015款 300h 全驱 锋致版,0,49.90,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯NX,2015款 300h 全驱 锋芒版,0,59.90,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰S级,2015款 S 400 L 4MATIC,0,134.50,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马X6,2015款 xDrive35i 领先型,0,93.80,0,0.00,0,,0,0,0,,0,0,0
启辰,东风日产,启辰T70X,2015款 2.0L 手动睿享运动版,0,11.68,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马X6,2015款 xDrive35i 豪华型,0,99.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马X6,2015款 xDrive35i 尊享型,0,117.30,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马X6,2015款 xDrive50i M运动型,0,189.90,0,0.00,0,,0,0,0,,0,0,0
东南,东南汽车,V3菱悦,2015款 1.5L 手动精明版,0,5.69,0,0.00,0,,0,0,0,,0,0,0
东南,东南汽车,V3菱悦,2015款 1.5L 手动幸福版,0,5.79,0,0.00,0,,0,0,0,,0,0,0
东南,东南汽车,V3菱悦,2015款 1.5L 手动风采版,0,6.59,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,玛驰,2015款 1.2L 手动易享版,0,5.98,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,玛驰,2015款 1.5L 自动易型版,0,7.28,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,玛驰,2015款 1.5L 手动易炫版,0,7.09,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,玛驰,2015款 1.5L 自动易炫版,0,7.85,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,玛驰,2015款 1.5L 自动易智版,0,8.75,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致3008,2015款 2.0L 手动经典版,0,15.97,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致3008,2015款 2.0L 自动经典版,0,17.17,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致3008,2015款 1.6THP 自动经典版,0,18.87,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致3008,2015款 2.0L 手动潮流版,0,17.47,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致3008,2015款 2.0L 自动潮流版,0,18.67,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致3008,2015款 1.6THP 自动潮流版,0,20.37,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致3008,2015款 1.6THP 自动至尚版,0,22.07,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰AMG,奔驰S级AMG,2015款 S 63 AMG 4MATIC Coupe,0,247.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,北京奔驰,奔驰GLK级,2015款 GLK 260 4MATIC 动感型 极致版,0,39.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,北京奔驰,奔驰GLK级,2015款 GLK 260 4MATIC 时尚型 极致版,0,42.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,北京奔驰,奔驰GLK级,2015款 GLK 300 4MATIC 时尚型 极致版,0,48.50,0,0.00,0,,0,0,0,,0,0,0
奔驰,北京奔驰,奔驰GLK级,2015款 GLK 300 4MATIC 豪华型 极致版,0,55.80,0,0.00,0,,0,0,0,,0,0,0
三菱,广汽三菱,劲炫ASX,2015款 2.0L 丝绸之路纪念版,0,16.98,0,0.00,0,,0,0,0,,0,0,0
日产,日产(进口),日产370Z,2015款 3.7L Coupe,0,52.50,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 6,2014款 1.6T 舒适版THP160,0,19.39,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 6,2014款 1.6T 雅致版THP160,0,20.69,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 6,2014款 1.6T 豪华版THP160,0,22.99,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 6,2014款 1.6T 豪华版THP200,0,24.99,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 6,2014款 1.6T 尊享版THP160,0,27.29,0,0.00,0,,0,0,0,,0,0,0
DS,长安标致雪铁龙,DS 6,2014款 1.6T 尊享版THP200,0,30.19,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪S3,2015款 S3 2.0T Limousine,0,39.98,0,0.00,0,,0,0,0,,0,0,0
英菲尼迪,英菲尼迪(进口),英菲尼迪ESQ,2014款 1.6L 率性版,0,18.98,0,0.00,0,,0,0,0,,0,0,0
英菲尼迪,英菲尼迪(进口),英菲尼迪ESQ,2014款 1.6L 率臻版,0,20.98,0,0.00,0,,0,0,0,,0,0,0
英菲尼迪,英菲尼迪(进口),英菲尼迪ESQ,2014款 1.6T 率动版,0,24.98,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马i8,2014款 标准型,0,198.80,0,0.00,0,,0,0,0,,0,0,0
绅宝,北京汽车,绅宝D60,2014款 1.8T 手动舒适型,0,11.98,0,0.00,0,,0,0,0,,0,0,0
绅宝,北京汽车,绅宝D60,2014款 1.8T 自动舒适型,0,12.98,0,0.00,0,,0,0,0,,0,0,0
绅宝,北京汽车,绅宝D60,2014款 1.8T 手动精英型,0,13.98,0,0.00,0,,0,0,0,,0,0,0
